target_generator;RANDOM1;RANDOM2;RANDOM3;RANDOM4;target
0.0;-2.2291857881016384;-1.7429489604030834;0.11037809917018215;1.6317845795275865;0.0
0.0016672224074691564;0.7002484825770239;-0.04860881913049786;-1.7890415766347267;0.5232079926434108;0.0016672224074691564
0.003334444814938313;-1.6834249240743266;-1.6549060216868763;-0.45202772241109024;-1.6627502835717256;0.003334444814938313
0.005001667222407469;-0.33130303309851117;0.012816692973335542;-2.7655791496928535;1.7821038551003294;0.005001667222407469
0.006668889629876626;-2.9271251875729014;1.011393001147285;0.16023054196097108;-2.3770063420234893;0.006668889629876626
0.008336112037345782;1.5937350404994248;-2.8031606954261226;0.8224957060194225;-1.3923025116088834;0.008336112037345782
0.010003334444814937;1.5035742705850614;1.193308715249782;0.5721370470074181;-2.8317558231059614;0.010003334444814937
0.011670556852284094;-2.832892861868277;-0.14119960689779187;-2.267812913676652;-2.721393103391719;0.011670556852284094
0.013337779259753251;1.7847466813755837;0.6485159126137741;0.16201588603989903;-0.6658151411137454;0.013337779259753251
0.015005001667222408;-2.313953393219618;-0.7604464376093722;-1.4533974756254326;1.2035833599639831;0.015005001667222408
0.016672224074691565;-1.580858235210271;-2.149975428225052;1.9719392615359057;-1.3356671513674745;0.016672224074691565
0.01833944648216072;0.03041592179414465;-1.11137597425863;0.5132648152425583;0.5401538171859577;0.01833944648216072
0.020006668889629875;1.721125680265211;-2.043487612595666;-1.374319879602214;-0.5341274390432282;0.020006668889629875
0.021673891297099034;1.2636777055464243;-2.3596649579895908;0.6270872376099117;0.19538739566102192;0.021673891297099034
0.02334111370456819;-2.9887038324074324;-1.1294922337010667;0.14719826814348913;1.4645699038555318;0.02334111370456819
0.025008336112037347;-0.3938698638985354;0.9893738762708475;-0.5034746289715102;-2.4544836270313244;0.025008336112037347
0.026675558519506502;-0.2398118336771673;-0.44056248268931064;-1.8199096668726136;-1.2195329918878506;0.026675558519506502
0.028342780926975657;-0.5731129316864516;1.142918118499213;-1.8596627123658311;-1.2981442018809952;0.028342780926975657
0.030010003334444816;0.8406707703221117;-1.0603014440924858;-1.6108429447909502;1.9510903566161613;0.030010003334444816
0.03167722574191397;-2.1964162343721494;-2.7886012521164556;-1.4011335515261614;0.9533450832885868;0.03167722574191397
0.03334444814938313;0.8228022516943936;-2.1262404358812605;-1.045008139470362;0.6201387879866558;0.03334444814938313
